realTimestamp,timestamp,type,itemId,participantId,levelUpType,skillSlot,creatorId,wardType,level,bounty,killStreakLength,killerId,shutdownBounty,victimId,position_x,position_y,killType,featType,featValue,teamId,afterId,beforeId,goldGain,laneType,killerTeamId,monsterSubType,monsterType,transformType,multiKillLength,buildingType,towerType,name,gameId,winningTeam,info_matchId
realTimestamp,timestamp,type,itemId,participantId,levelUpType,skillSlot,creatorId,wardType,level,bounty,killStreakLength,killerId,shutdownBounty,victimId,position_x,position_y,killType,featType,featValue,teamId,afterId,beforeId,goldGain,laneType,killerTeamId,monsterSubType,monsterType,transformType,multiKillLength,buildingType,towerType,name,gameId,winningTeam,matchid
bigint(16),Bigint(16),Varchar(32),Int(8),Int(4),Varchar(16),Int(4),Int(4),Varchar(32),Int(4),Int(8),Int(8),Int(4),Int(8),Int(4),Bigint(16),Bigint(16),Varchar(32),Int(4),Int(8),Int(8),Int(8),Int(8),Int(8),Varchar(16),Int(8),Varchar(32),Varchar(32),Varchar(32),Int(8),Varchar(32),Varchar(32),Varchar(32),Bigint(16),Int(8),Varchar(32)
1754426910906.0,0,PAUSE_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,0,ITEM_PURCHASED,3865.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,0,ITEM_PURCHASED,3865.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,4348,ITEM_PURCHASED,2003.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,4648,ITEM_PURCHASED,2003.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,6686,ITEM_PURCHASED,3340.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,7487,ITEM_PURCHASED,1055.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,7487,ITEM_PURCHASED,2003.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,8056,ITEM_PURCHASED,3340.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,8958,ITEM_PURCHASED,1056.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,9258,ITEM_PURCHASED,2003.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,9526,ITEM_PURCHASED,2003.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,10027,ITEM_PURCHASED,3340.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,10929,ITEM_PURCHASED,1056.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,10929,ITEM_PURCHASED,2003.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,10929,ITEM_PURCHASED,2003.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,18912,SKILL_LEVEL_UP,,7.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,19780,ITEM_PURCHASED,1055.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,19780,ITEM_PURCHASED,2003.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,20281,ITEM_PURCHASED,3340.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,20950,ITEM_PURCHASED,1103.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,23421,SKILL_LEVEL_UP,,5.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,30236,ITEM_PURCHASED,2003.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,30536,ITEM_PURCHASED,2003.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,42294,SKILL_LEVEL_UP,,9.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,43230,ITEM_PURCHASED,1102.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,44065,ITEM_PURCHASED,2003.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,44532,ITEM_PURCHASED,3340.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,46436,SKILL_LEVEL_UP,,10.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,51915,ITEM_PURCHASED,1056.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,51915,ITEM_PURCHASED,2003.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,51915,ITEM_PURCHASED,2003.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,52883,ITEM_PURCHASED,1055.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,52883,ITEM_PURCHASED,2003.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,53920,ITEM_PURCHASED,3340.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,56259,SKILL_LEVEL_UP,,8.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,71082,SKILL_LEVEL_UP,,2.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,71216,SKILL_LEVEL_UP,,4.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,80035,WARD_PLACED,,,,,1.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,81037,SKILL_LEVEL_UP,,3.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,82439,SKILL_LEVEL_UP,,6.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,85279,SKILL_LEVEL_UP,,1.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,113988,LEVEL_UP,,7.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,115425,SKILL_LEVEL_UP,,7.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,117061,LEVEL_UP,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,117729,SKILL_LEVEL_UP,,2.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,123412,LEVEL_UP,,8.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,123613,ITEM_DESTROYED,2003.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,124649,SKILL_LEVEL_UP,,8.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,125284,ITEM_DESTROYED,2003.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,125785,LEVEL_UP,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,127789,SKILL_LEVEL_UP,,4.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,129125,LEVEL_UP,,6.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,129693,LEVEL_UP,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,130462,SKILL_LEVEL_UP,,1.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,130729,LEVEL_UP,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,131096,SKILL_LEVEL_UP,,6.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,131664,SKILL_LEVEL_UP,,3.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,134236,ITEM_DESTROYED,2003.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,140459,ITEM_DESTROYED,2003.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,143967,ITEM_DESTROYED,2003.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,144401,WARD_PLACED,,,,,6.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,145570,LEVEL_UP,,9.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,145570,LEVEL_UP,,10.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,146706,SKILL_LEVEL_UP,,9.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,146806,SKILL_LEVEL_UP,,10.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,147641,ITEM_DESTROYED,2003.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,149111,ITEM_DESTROYED,2010.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,150814,ITEM_DESTROYED,2003.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,151850,LEVEL_UP,,7.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,152752,ITEM_DESTROYED,2003.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,153253,SKILL_LEVEL_UP,,7.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,153620,ITEM_DESTROYED,2003.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,153687,CHAMPION_KILL,,,,,,,,300.0,0.0,6.0,0.0,1.0,952.0,11083.0,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,153687,CHAMPION_SPECIAL_KILL,,,,,,,,,,6.0,,,1095.0,11374.0,KILL_FIRST_BLOOD,,,,,,,,,,,,,,,,,,EUW1_7485137595
,153687,LEVEL_UP,,6.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,153687,FEAT_UPDATE,,,,,,,,,,,,,,,,0.0,1.0,200.0,,,,,,,,,,,,,,,EUW1_7485137595
,153787,ITEM_DESTROYED,2010.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,155357,SKILL_LEVEL_UP,,6.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,161035,ITEM_DESTROYED,2003.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,164585,LEVEL_UP,,5.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,166022,SKILL_LEVEL_UP,,5.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,166456,ITEM_PURCHASED,1001.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,169295,LEVEL_UP,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,170732,SKILL_LEVEL_UP,,3.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,171734,LEVEL_UP,,8.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,173237,SKILL_LEVEL_UP,,8.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,176445,ITEM_DESTROYED,2003.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,176646,LEVEL_UP,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,177264,SKILL_LEVEL_UP,,1.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,177365,ITEM_DESTROYED,2003.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,178366,WARD_PLACED,,,,,4.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,179201,CHAMPION_KILL,,,,,,,,300.0,0.0,8.0,0.0,3.0,7775.0,8287.0,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,179201,FEAT_UPDATE,,,,,,,,,,,,,,,,0.0,2.0,200.0,,,,,,,,,,,,,,,EUW1_7485137595
,181276,ITEM_PURCHASED,1052.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,186587,CHAMPION_KILL,,,,,,,,300.0,0.0,1.0,5.0,6.0,1015.0,12800.0,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,186587,FEAT_UPDATE,,,,,,,,,,,,,,,,0.0,1.0,100.0,,,,,,,,,,,,,,,EUW1_7485137595
,187054,LEVEL_UP,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,188624,SKILL_LEVEL_UP,,4.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,193602,ITEM_PURCHASED,1028.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,199728,LEVEL_UP,,9.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,199728,LEVEL_UP,,10.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,199895,LEVEL_UP,,8.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,200864,SKILL_LEVEL_UP,,9.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,201599,SKILL_LEVEL_UP,,10.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,204605,SKILL_LEVEL_UP,,8.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,205406,ITEM_DESTROYED,2003.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,210026,ITEM_PURCHASED,1036.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,211562,ITEM_PURCHASED,2031.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,216740,WARD_PLACED,,,,,5.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,217542,LEVEL_UP,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,218109,WARD_PLACED,,,,,10.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,218176,SKILL_LEVEL_UP,,2.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,218815,LEVEL_UP,,6.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,220184,SKILL_LEVEL_UP,,6.0,NORMAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,223429,LEVEL_UP,,5.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,226268,LEVEL_UP,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,227905,SKILL_LEVEL_UP,,3.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,228273,LEVEL_UP,,7.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,228640,SKILL_LEVEL_UP,,5.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,236791,SKILL_LEVEL_UP,,7.0,NORMAL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,237593,ITEM_PURCHASED,3070.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,239498,ITEM_PURCHASED,1052.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,239565,WARD_PLACED,,,,,7.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,241169,ITEM_PURCHASED,2031.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,243206,CHAMPION_KILL,,,,,,,,300.0,0.0,9.0,0.0,5.0,13411.0,2671.0,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,243206,FEAT_UPDATE,,,,,,,,,,,,,,,,0.0,3.0,200.0,,,,,,,,,,,,,,,EUW1_7485137595
,243206,FEAT_UPDATE,,,,,,,,,,,,,,,,0.0,1001.0,100.0,,,,,,,,,,,,,,,EUW1_7485137595
,244877,ITEM_DESTROYED,2010.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,245979,LEVEL_UP,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,246614,WARD_PLACED,,,,,10.0,YELLOW_TRINKET,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,246681,SKILL_LEVEL_UP,,1.0,NORMAL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
,247449,ITEM_PURCHASED,1036.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUW1_7485137595
